date,year,month,day,extent,climatology_1981_2010,anomaly
1988-07-16,1988,7,16,15.937,16.038,-0.101
1988-07-17,1988,7,17,15.932,16.084,-0.152
1988-07-18,1988,7,18,16.007,16.164,-0.157
1988-07-19,1988,7,19,16.005,16.257,-0.252
1988-07-20,1988,7,20,16.104,16.345,-0.241
1988-07-21,1988,7,21,16.16,16.437,-0.277
1988-07-22,1988,7,22,16.293,16.517,-0.224
1988-07-23,1988,7,23,16.308,16.591,-0.283
1988-07-24,1988,7,24,16.287,16.643,-0.356
1988-07-25,1988,7,25,16.378,16.69,-0.312
1988-07-26,1988,7,26,16.482,16.746,-0.264
1988-07-27,1988,7,27,16.584,16.801,-0.217
1988-07-28,1988,7,28,16.662,16.857,-0.195
1988-07-29,1988,7,29,16.734,16.929,-0.195
1988-07-30,1988,7,30,16.867,16.981,-0.114
1988-07-31,1988,7,31,16.929,17.028,-0.099
1988-08-01,1988,8,1,17.024,17.083,-0.059
1988-08-02,1988,8,2,17.083,17.135,-0.052
1988-08-03,1988,8,3,17.165,17.19,-0.025
1988-08-04,1988,8,4,17.264,17.236,0.028
1988-08-05,1988,8,5,17.371,17.287,0.084
1988-08-06,1988,8,6,17.419,17.35,0.069
1988-08-07,1988,8,7,17.515,17.421,0.094
1988-08-08,1988,8,8,17.441,17.481,-0.04
1988-08-09,1988,8,9,17.43,17.514,-0.084
1988-08-10,1988,8,10,17.441,17.547,-0.106
1988-08-11,1988,8,11,17.482,17.593,-0.111
1988-08-12,1988,8,12,17.575,17.642,-0.067
1988-08-13,1988,8,13,17.487,17.683,-0.196
1988-08-14,1988,8,14,17.514,17.738,-0.224
1988-08-15,1988,8,15,17.564,17.782,-0.218
1988-08-16,1988,8,16,17.611,17.827,-0.216
1988-08-17,1988,8,17,17.671,17.845,-0.174
1988-08-18,1988,8,18,17.573,17.867,-0.294
1988-08-19,1988,8,19,17.6,17.888,-0.288
1988-08-20,1988,8,20,17.628,17.924,-0.296
1988-08-21,1988,8,21,17.678,17.964,-0.286
1988-08-22,1988,8,22,17.745,17.983,-0.238
1988-08-23,1988,8,23,17.702,18.018,-0.316
1988-08-24,1988,8,24,17.697,18.053,-0.356
1988-08-25,1988,8,25,17.78,18.105,-0.325
1988-08-26,1988,8,26,17.798,18.145,-0.347
1988-08-27,1988,8,27,17.87,18.159,-0.289
1988-08-28,1988,8,28,17.875,18.195,-0.32
1988-08-29,1988,8,29,17.794,18.222,-0.428
1988-08-30,1988,8,30,17.836,18.241,-0.405
1988-08-31,1988,8,31,17.758,18.264,-0.506
1988-09-01,1988,9,1,17.751,18.288,-0.537
1988-09-02,1988,9,2,17.657,18.308,-0.651
1988-09-03,1988,9,3,17.712,18.333,-0.621
1988-09-04,1988,9,4,17.835,18.352,-0.517
1988-09-05,1988,9,5,17.898,18.373,-0.475
1988-09-06,1988,9,6,17.936,18.397,-0.461
1988-09-07,1988,9,7,17.993,18.416,-0.423
1988-09-08,1988,9,8,18.037,18.445,-0.408
1988-09-09,1988,9,9,18.17,18.47,-0.3
1988-09-10,1988,9,10,18.332,18.49,-0.158
1988-09-11,1988,9,11,18.376,18.502,-0.126
1988-09-12,1988,9,12,18.434,18.521,-0.087
1988-09-13,1988,9,13,18.387,18.522,-0.135
1988-09-14,1988,9,14,18.5,18.529,-0.029
1988-09-15,1988,9,15,18.507,18.533,-0.026
1988-09-16,1988,9,16,18.518,18.546,-0.028
1988-09-17,1988,9,17,18.578,18.565,0.013
1988-09-18,1988,9,18,18.64,18.567,0.073
1988-09-19,1988,9,19,18.56,18.572,-0.012
1988-09-20,1988,9,20,18.573,18.574,-0.001
1988-09-21,1988,9,21,18.516,18.576,-0.06
1988-09-22,1988,9,22,18.443,18.569,-0.126
1988-09-23,1988,9,23,18.437,18.57,-0.133
1988-09-24,1988,9,24,18.434,18.571,-0.137
1988-09-25,1988,9,25,18.446,18.566,-0.12
1988-09-26,1988,9,26,18.508,18.552,-0.044
1988-09-27,1988,9,27,18.474,18.541,-0.067
1988-09-28,1988,9,28,18.483,18.525,-0.042
1988-09-29,1988,9,29,18.518,18.525,-0.007
1988-09-30,1988,9,30,18.563,18.508,0.055
1988-10-01,1988,10,1,18.657,18.508,0.149
1988-10-02,1988,10,2,18.731,18.504,0.227
1988-10-03,1988,10,3,18.785,18.476,0.309
1988-10-04,1988,10,4,18.748,18.448,0.3
1988-10-05,1988,10,5,18.71,18.44,0.27
1988-10-06,1988,10,6,18.666,18.425,0.241
1988-10-07,1988,10,7,18.679,18.394,0.285
1988-10-08,1988,10,8,18.661,18.361,0.3
1988-10-09,1988,10,9,18.677,18.329,0.348
1988-10-10,1988,10,10,18.621,18.299,0.322
1988-10-11,1988,10,11,18.645,18.287,0.358
1988-10-12,1988,10,12,18.608,18.265,0.343
1988-10-13,1988,10,13,18.491,18.235,0.256
1988-10-14,1988,10,14,18.447,18.224,0.223
1988-10-15,1988,10,15,18.435,18.193,0.242
1988-10-16,1988,10,16,18.458,18.158,0.3
1988-10-17,1988,10,17,18.455,18.116,0.339
1988-10-18,1988,10,18,18.324,18.062,0.262
1988-10-19,1988,10,19,18.173,18.012,0.161
1988-10-20,1988,10,20,18.214,17.97,0.244
1988-10-21,1988,10,21,18.256,17.921,0.335
1988-10-22,1988,10,22,18.192,17.872,0.32
1988-10-23,1988,10,23,18.174,17.833,0.341
1988-10-24,1988,10,24,18.166,17.791,0.375
1988-10-25,1988,10,25,18.017,17.736,0.281
1988-10-26,1988,10,26,17.984,17.681,0.303
1988-10-27,1988,10,27,17.991,17.633,0.358
1988-10-28,1988,10,28,17.957,17.555,0.402
1988-10-29,1988,10,29,17.822,17.509,0.313
1988-10-30,1988,10,30,17.761,17.449,0.312
1988-10-31,1988,10,31,17.687,17.367,0.32
1988-11-01,1988,11,1,17.576,17.312,0.264
1988-11-02,1988,11,2,17.47,17.229,0.241
1988-11-03,1988,11,3,17.445,17.153,0.292
1988-11-04,1988,11,4,17.375,17.081,0.294
1988-11-05,1988,11,5,17.233,17.011,0.222
1988-11-06,1988,11,6,17.115,16.934,0.181
1988-11-07,1988,11,7,17.109,16.848,0.261
1988-11-08,1988,11,8,17.036,16.762,0.274
1988-11-09,1988,11,9,16.96,16.667,0.293
1988-11-10,1988,11,10,16.89,16.562,0.328
1988-11-11,1988,11,11,16.77,16.472,0.298
1988-11-12,1988,11,12,16.712,16.378,0.334
1988-11-13,1988,11,13,16.653,16.272,0.381
1988-11-14,1988,11,14,16.575,16.175,0.4
1988-11-15,1988,11,15,16.448,16.061,0.387
1988-11-16,1988,11,16,16.295,15.925,0.37
1988-11-17,1988,11,17,16.153,15.797,0.356
1988-11-18,1988,11,18,15.968,15.665,0.303
1988-11-19,1988,11,19,15.861,15.509,0.352
1988-11-20,1988,11,20,15.7,15.368,0.332
1988-11-21,1988,11,21,15.517,15.213,0.304
1988-11-22,1988,11,22,15.411,15.069,0.342
1988-11-23,1988,11,23,15.258,14.896,0.362
1988-11-24,1988,11,24,15.121,14.74,0.381
1988-11-25,1988,11,25,14.989,14.575,0.414
1988-11-26,1988,11,26,14.853,14.417,0.436
1988-11-27,1988,11,27,14.674,14.239,0.435
1988-11-28,1988,11,28,14.552,14.055,0.497
1988-11-29,1988,11,29,14.443,13.868,0.575
1988-11-30,1988,11,30,14.268,13.685,0.583
1988-12-01,1988,12,1,14.078,13.513,0.565
1988-12-02,1988,12,2,13.908,13.294,0.614
1988-12-03,1988,12,3,13.761,13.105,0.656
1988-12-04,1988,12,4,13.604,12.904,0.7
1988-12-05,1988,12,5,13.431,12.703,0.728
1988-12-06,1988,12,6,13.237,12.495,0.742
1988-12-07,1988,12,7,13.08,12.29,0.79
1988-12-08,1988,12,8,12.942,12.068,0.874
1988-12-09,1988,12,9,12.765,11.859,0.906
1988-12-10,1988,12,10,12.659,11.659,1.0
1988-12-11,1988,12,11,12.491,11.436,1.055
1988-12-12,1988,12,12,12.267,11.222,1.045
1988-12-13,1988,12,13,12.033,10.998,1.035
1988-12-14,1988,12,14,11.787,10.755,1.032
1988-12-15,1988,12,15,11.477,10.498,0.979
1988-12-16,1988,12,16,11.251,10.247,1.004
1988-12-17,1988,12,17,11.008,9.984,1.024
1988-12-18,1988,12,18,10.807,9.732,1.075
1988-12-19,1988,12,19,10.551,9.48,1.071
1988-12-20,1988,12,20,10.308,9.255,1.053
1988-12-21,1988,12,21,10.015,9.039,0.976
1988-12-22,1988,12,22,9.938,8.835,1.103
1988-12-23,1988,12,23,9.579,8.631,0.948
1988-12-24,1988,12,24,9.298,8.416,0.882
1988-12-25,1988,12,25,9.073,8.224,0.849
1988-12-26,1988,12,26,8.735,8.018,0.717
1988-12-27,1988,12,27,8.366,7.811,0.555
1988-12-28,1988,12,28,8.01,7.624,0.386
1988-12-29,1988,12,29,7.68,7.406,0.274
1988-12-30,1988,12,30,7.479,7.222,0.257
1988-12-31,1988,12,31,7.261,7.059,0.202
1989-01-01,1989,1,1,7.084,6.999,0.085
1989-01-02,1989,1,2,6.682,6.808,-0.126
1989-01-03,1989,1,3,6.563,6.621,-0.058
1989-01-04,1989,1,4,6.217,6.451,-0.234
1989-01-05,1989,1,5,5.999,6.296,-0.297
1989-01-06,1989,1,6,5.754,6.142,-0.388
1989-01-07,1989,1,7,5.56,5.999,-0.439
1989-01-08,1989,1,8,5.362,5.838,-0.476
1989-01-09,1989,1,9,5.261,5.681,-0.42
1989-01-10,1989,1,10,5.213,5.547,-0.334
1989-01-11,1989,1,11,5.095,5.423,-0.328
1989-01-12,1989,1,12,4.989,5.305,-0.316
1989-01-13,1989,1,13,4.905,5.16,-0.255
1989-01-14,1989,1,14,4.798,5.047,-0.249
1989-01-15,1989,1,15,4.631,4.926,-0.295
1989-01-16,1989,1,16,4.507,4.819,-0.312
1989-01-17,1989,1,17,4.419,4.709,-0.29
1989-01-18,1989,1,18,4.403,4.614,-0.211
1989-01-19,1989,1,19,4.29,4.521,-0.231
1989-01-20,1989,1,20,4.167,4.427,-0.26
1989-01-21,1989,1,21,4.07,4.335,-0.265
1989-01-22,1989,1,22,3.977,4.24,-0.263
1989-01-23,1989,1,23,3.887,4.154,-0.267
1989-01-24,1989,1,24,3.779,4.074,-0.295
1989-01-25,1989,1,25,3.781,3.998,-0.217
1989-01-26,1989,1,26,3.712,3.929,-0.217
1989-01-27,1989,1,27,3.664,3.861,-0.197
1989-01-28,1989,1,28,3.634,3.808,-0.174
1989-01-29,1989,1,29,3.514,3.734,-0.22
1989-01-30,1989,1,30,3.482,3.665,-0.183
1989-01-31,1989,1,31,3.442,3.605,-0.163
1989-02-01,1989,2,1,3.42,3.534,-0.114
1989-02-02,1989,2,2,3.368,3.489,-0.121
1989-02-03,1989,2,3,3.333,3.43,-0.097
1989-02-04,1989,2,4,3.286,3.377,-0.091
1989-02-05,1989,2,5,3.29,3.326,-0.036
1989-02-06,1989,2,6,3.238,3.28,-0.042
1989-02-07,1989,2,7,3.211,3.227,-0.016
1989-02-08,1989,2,8,3.131,3.181,-0.05
1989-02-09,1989,2,9,3.078,3.141,-0.063
1989-02-10,1989,2,10,3.037,3.097,-0.06
1989-02-11,1989,2,11,2.962,3.064,-0.102
1989-02-12,1989,2,12,2.846,3.025,-0.179
1989-02-13,1989,2,13,2.855,2.998,-0.143
1989-02-14,1989,2,14,2.819,2.969,-0.15
1989-02-15,1989,2,15,2.772,2.935,-0.163
1989-02-16,1989,2,16,2.748,2.918,-0.17
1989-02-17,1989,2,17,2.724,2.914,-0.19
1989-02-18,1989,2,18,2.729,2.903,-0.174
1989-02-19,1989,2,19,2.731,2.881,-0.15
1989-02-20,1989,2,20,2.723,2.876,-0.153
1989-02-21,1989,2,21,2.747,2.881,-0.134
1989-02-22,1989,2,22,2.825,2.885,-0.06
1989-02-23,1989,2,23,2.846,2.892,-0.046
1989-02-24,1989,2,24,2.869,2.889,-0.02
1989-02-25,1989,2,25,2.898,2.907,-0.009
1989-02-26,1989,2,26,2.918,2.931,-0.013
1989-02-27,1989,2,27,2.974,2.96,0.014
1989-02-28,1989,2,28,2.995,2.994,0.001
1989-03-01,1989,3,1,3.05,3.061,-0.011
1989-03-02,1989,3,2,3.09,3.105,-0.015
1989-03-03,1989,3,3,3.129,3.166,-0.037
1989-03-04,1989,3,4,3.242,3.211,0.031
1989-03-05,1989,3,5,3.305,3.253,0.052
1989-03-06,1989,3,6,3.345,3.306,0.039
1989-03-07,1989,3,7,3.395,3.37,0.025
1989-03-08,1989,3,8,3.434,3.433,0.001
1989-03-09,1989,3,9,3.478,3.507,-0.029
1989-03-10,1989,3,10,3.444,3.592,-0.148
1989-03-11,1989,3,11,3.496,3.658,-0.162
1989-03-12,1989,3,12,3.545,3.735,-0.19
1989-03-13,1989,3,13,3.619,3.815,-0.196
1989-03-14,1989,3,14,3.765,3.892,-0.127
1989-03-15,1989,3,15,3.908,3.966,-0.058
1989-03-16,1989,3,16,3.959,4.035,-0.076
1989-03-17,1989,3,17,3.899,4.11,-0.211
1989-03-18,1989,3,18,4.009,4.199,-0.19
1989-03-19,1989,3,19,4.078,4.271,-0.193
1989-03-20,1989,3,20,4.105,4.362,-0.257
1989-03-21,1989,3,21,4.214,4.441,-0.227
1989-03-22,1989,3,22,4.282,4.521,-0.239
1989-03-23,1989,3,23,4.35,4.613,-0.263
1989-03-24,1989,3,24,4.425,4.701,-0.276
1989-03-25,1989,3,25,4.556,4.798,-0.242
1989-03-26,1989,3,26,4.668,4.884,-0.216
1989-03-27,1989,3,27,4.731,4.956,-0.225
1989-03-28,1989,3,28,4.726,5.047,-0.321
1989-03-29,1989,3,29,4.806,5.139,-0.333
1989-03-30,1989,3,30,4.837,5.219,-0.382
1989-03-31,1989,3,31,4.856,5.312,-0.456
1989-04-01,1989,4,1,4.98,5.405,-0.425
1989-04-02,1989,4,2,5.006,5.508,-0.502
1989-04-03,1989,4,3,5.09,5.607,-0.517
1989-04-04,1989,4,4,5.18,5.708,-0.528
1989-04-05,1989,4,5,5.283,5.806,-0.523
1989-04-06,1989,4,6,5.339,5.908,-0.569
1989-04-07,1989,4,7,5.41,6.018,-0.608
1989-04-08,1989,4,8,5.52,6.125,-0.605
1989-04-09,1989,4,9,5.577,6.218,-0.641
1989-04-10,1989,4,10,5.62,6.329,-0.709
1989-04-11,1989,4,11,5.744,6.434,-0.69
1989-04-12,1989,4,12,5.823,6.549,-0.726
1989-04-13,1989,4,13,5.936,6.656,-0.72
1989-04-14,1989,4,14,5.982,6.757,-0.775
1989-04-15,1989,4,15,6.111,6.862,-0.751
1989-04-16,1989,4,16,6.225,6.977,-0.752
1989-04-17,1989,4,17,6.328,7.089,-0.761
1989-04-18,1989,4,18,6.471,7.194,-0.723
1989-04-19,1989,4,19,6.587,7.303,-0.716
1989-04-20,1989,4,20,6.763,7.414,-0.651
1989-04-21,1989,4,21,6.905,7.516,-0.611
1989-04-22,1989,4,22,7.024,7.624,-0.6
1989-04-23,1989,4,23,7.125,7.733,-0.608
1989-04-24,1989,4,24,7.164,7.84,-0.676
1989-04-25,1989,4,25,7.311,7.947,-0.636
1989-04-26,1989,4,26,7.458,8.05,-0.592
1989-04-27,1989,4,27,7.541,8.165,-0.624
1989-04-28,1989,4,28,7.748,8.28,-0.532
1989-04-29,1989,4,29,7.889,8.387,-0.498
1989-04-30,1989,4,30,8.048,8.497,-0.449
1989-05-01,1989,5,1,8.333,8.604,-0.271
1989-05-02,1989,5,2,8.477,8.71,-0.233
1989-05-03,1989,5,3,8.539,8.825,-0.286
1989-05-04,1989,5,4,8.692,8.94,-0.248
1989-05-05,1989,5,5,8.839,9.053,-0.214
1989-05-06,1989,5,6,8.94,9.161,-0.221
1989-05-07,1989,5,7,9.065,9.28,-0.215
1989-05-08,1989,5,8,9.212,9.392,-0.18
1989-05-09,1989,5,9,9.413,9.487,-0.074
1989-05-10,1989,5,10,9.521,9.588,-0.067
1989-05-11,1989,5,11,9.64,9.705,-0.065
1989-05-12,1989,5,12,9.781,9.811,-0.03
1989-05-13,1989,5,13,9.951,9.928,0.023
1989-05-14,1989,5,14,10.082,10.039,0.043
1989-05-15,1989,5,15,10.215,10.147,0.068
1989-05-16,1989,5,16,10.366,10.26,0.106
1989-05-17,1989,5,17,10.495,10.366,0.129
1989-05-18,1989,5,18,10.585,10.47,0.115
1989-05-19,1989,5,19,10.755,10.583,0.172
1989-05-20,1989,5,20,10.87,10.708,0.162
1989-05-21,1989,5,21,10.973,10.809,0.164
1989-05-22,1989,5,22,11.099,10.909,0.19
1989-05-23,1989,5,23,11.248,11.019,0.229
1989-05-24,1989,5,24,11.359,11.119,0.24
1989-05-25,1989,5,25,11.435,11.219,0.216
1989-05-26,1989,5,26,11.612,11.321,0.291
1989-05-27,1989,5,27,11.775,11.422,0.353
1989-05-28,1989,5,28,11.83,11.532,0.298
1989-05-29,1989,5,29,12.013,11.629,0.384
1989-05-30,1989,5,30,12.041,11.732,0.309
1989-05-31,1989,5,31,12.056,11.859,0.197
1989-06-01,1989,6,1,12.151,11.978,0.173
1989-06-02,1989,6,2,12.234,12.077,0.157
1989-06-03,1989,6,3,12.373,12.168,0.205
1989-06-04,1989,6,4,12.458,12.271,0.187
1989-06-05,1989,6,5,12.537,12.383,0.154
1989-06-06,1989,6,6,12.561,12.49,0.071
1989-06-07,1989,6,7,12.671,12.581,0.09
1989-06-08,1989,6,8,12.687,12.69,-0.003
1989-06-09,1989,6,9,12.743,12.792,-0.049
1989-06-10,1989,6,10,12.874,12.894,-0.02
1989-06-11,1989,6,11,13.014,12.987,0.027
1989-06-12,1989,6,12,13.172,13.074,0.098
1989-06-13,1989,6,13,13.289,13.172,0.117
1989-06-14,1989,6,14,13.377,13.279,0.098
1989-06-15,1989,6,15,13.528,13.384,0.144
1989-06-16,1989,6,16,13.645,13.487,0.158
1989-06-17,1989,6,17,13.745,13.597,0.148
1989-06-18,1989,6,18,13.87,13.692,0.178
1989-06-19,1989,6,19,14.04,13.796,0.244
1989-06-20,1989,6,20,14.193,13.898,0.295
1989-06-21,1989,6,21,14.333,13.991,0.342
1989-06-22,1989,6,22,14.407,14.085,0.322
1989-06-23,1989,6,23,14.418,14.186,0.232
1989-06-24,1989,6,24,14.458,14.279,0.179
1989-06-25,1989,6,25,14.562,14.37,0.192
1989-06-26,1989,6,26,14.648,14.448,0.2
1989-06-27,1989,6,27,14.763,14.524,0.239
1989-06-28,1989,6,28,14.807,14.622,0.185
1989-06-29,1989,6,29,14.881,14.709,0.172
1989-06-30,1989,6,30,14.974,14.812,0.162
1989-07-01,1989,7,1,15.021,14.896,0.125
1989-07-02,1989,7,2,15.048,14.966,0.082
1989-07-03,1989,7,3,15.033,15.039,-0.006
1989-07-04,1989,7,4,15.094,15.112,-0.018
1989-07-05,1989,7,5,15.096,15.187,-0.091
1989-07-06,1989,7,6,15.151,15.265,-0.114
1989-07-07,1989,7,7,15.217,15.329,-0.112
1989-07-08,1989,7,8,15.186,15.395,-0.209
1989-07-09,1989,7,9,15.167,15.482,-0.315
1989-07-10,1989,7,10,15.212,15.547,-0.335
1989-07-11,1989,7,11,15.26,15.652,-0.392
1989-07-12,1989,7,12,15.368,15.753,-0.385
1989-07-13,1989,7,13,15.437,15.839,-0.402
1989-07-14,1989,7,14,15.499,15.909,-0.41
1989-07-15,1989,7,15,15.542,15.971,-0.429
1989-07-16,1989,7,16,15.593,16.038,-0.445
1989-07-17,1989,7,17,15.69,16.084,-0.394
1989-07-18,1989,7,18,15.757,16.164,-0.407
1989-07-19,1989,7,19,15.821,16.257,-0.436
1989-07-20,1989,7,20,15.957,16.345,-0.388
1989-07-21,1989,7,21,16.031,16.437,-0.406
1989-07-22,1989,7,22,16.007,16.517,-0.51
1989-07-23,1989,7,23,16.13,16.591,-0.461
1989-07-24,1989,7,24,16.212,16.643,-0.431
1989-07-25,1989,7,25,16.232,16.69,-0.458
1989-07-26,1989,7,26,16.292,16.746,-0.454
1989-07-27,1989,7,27,16.388,16.801,-0.413
1989-07-28,1989,7,28,16.526,16.857,-0.331
1989-07-29,1989,7,29,16.653,16.929,-0.276
1989-07-30,1989,7,30,16.731,16.981,-0.25
1989-07-31,1989,7,31,16.677,17.028,-0.351
1989-08-01,1989,8,1,16.802,17.083,-0.281
1989-08-02,1989,8,2,16.858,17.135,-0.277
1989-08-03,1989,8,3,16.823,17.19,-0.367
1989-08-04,1989,8,4,16.865,17.236,-0.371
1989-08-05,1989,8,5,16.916,17.287,-0.371
1989-08-06,1989,8,6,17.017,17.35,-0.333
1989-08-07,1989,8,7,17.08,17.421,-0.341
1989-08-08,1989,8,8,17.132,17.481,-0.349
1989-08-09,1989,8,9,17.187,17.514,-0.327
1989-08-10,1989,8,10,17.205,17.547,-0.342
1989-08-11,1989,8,11,17.264,17.593,-0.329
1989-08-12,1989,8,12,17.325,17.642,-0.317
1989-08-13,1989,8,13,17.302,17.683,-0.381
1989-08-14,1989,8,14,17.39,17.738,-0.348
1989-08-15,1989,8,15,17.496,17.782,-0.286
1989-08-16,1989,8,16,17.533,17.827,-0.294
1989-08-17,1989,8,17,17.723,17.845,-0.122
1989-08-18,1989,8,18,17.683,17.867,-0.184
1989-08-19,1989,8,19,17.701,17.888,-0.187
1989-08-20,1989,8,20,17.703,17.924,-0.221
1989-08-21,1989,8,21,17.673,17.964,-0.291
1989-08-22,1989,8,22,17.703,17.983,-0.28
1989-08-23,1989,8,23,17.77,18.018,-0.248
1989-08-24,1989,8,24,17.805,18.053,-0.248
1989-08-25,1989,8,25,17.785,18.105,-0.32
1989-08-26,1989,8,26,17.803,18.145,-0.342
1989-08-27,1989,8,27,17.858,18.159,-0.301
1989-08-28,1989,8,28,17.932,18.195,-0.263
1989-08-29,1989,8,29,18.004,18.222,-0.218
1989-08-30,1989,8,30,18.052,18.241,-0.189
1989-08-31,1989,8,31,18.045,18.264,-0.219
1989-09-01,1989,9,1,18.112,18.288,-0.176
1989-09-02,1989,9,2,18.053,18.308,-0.255
1989-09-03,1989,9,3,18.037,18.333,-0.296
1989-09-04,1989,9,4,18.038,18.352,-0.314
1989-09-05,1989,9,5,18.07,18.373,-0.303
1989-09-06,1989,9,6,18.149,18.397,-0.248
1989-09-07,1989,9,7,18.151,18.416,-0.265
1989-09-08,1989,9,8,18.13,18.445,-0.315
1989-09-09,1989,9,9,18.133,18.47,-0.337
1989-09-10,1989,9,10,18.128,18.49,-0.362
1989-09-11,1989,9,11,18.184,18.502,-0.318
1989-09-12,1989,9,12,18.186,18.521,-0.335
1989-09-13,1989,9,13,18.191,18.522,-0.331
1989-09-14,1989,9,14,18.225,18.529,-0.304
1989-09-15,1989,9,15,18.139,18.533,-0.394
1989-09-16,1989,9,16,18.144,18.546,-0.402
1989-09-17,1989,9,17,18.141,18.565,-0.424
1989-09-18,1989,9,18,18.093,18.567,-0.474
1989-09-19,1989,9,19,18.087,18.572,-0.485
1989-09-20,1989,9,20,18.136,18.574,-0.438
1989-09-21,1989,9,21,18.134,18.576,-0.442
1989-09-22,1989,9,22,18.232,18.569,-0.337
1989-09-23,1989,9,23,18.274,18.57,-0.296
1989-09-24,1989,9,24,18.245,18.571,-0.326
1989-09-25,1989,9,25,18.226,18.566,-0.34
1989-09-26,1989,9,26,18.103,18.552,-0.449
1989-09-27,1989,9,27,18.016,18.541,-0.525
1989-09-28,1989,9,28,17.973,18.525,-0.552
1989-09-29,1989,9,29,17.937,18.525,-0.588
1989-09-30,1989,9,30,17.965,18.508,-0.543
1989-10-01,1989,10,1,17.924,18.508,-0.584
1989-10-02,1989,10,2,17.917,18.504,-0.587
1989-10-03,1989,10,3,17.929,18.476,-0.547
1989-10-04,1989,10,4,17.905,18.448,-0.543
1989-10-05,1989,10,5,17.959,18.44,-0.481
1989-10-06,1989,10,6,18.013,18.425,-0.412
1989-10-07,1989,10,7,18.072,18.394,-0.322
1989-10-08,1989,10,8,18.068,18.361,-0.293
1989-10-09,1989,10,9,18.064,18.329,-0.265
1989-10-10,1989,10,10,18.087,18.299,-0.212
1989-10-11,1989,10,11,18.101,18.287,-0.186
1989-10-12,1989,10,12,18.072,18.265,-0.193
1989-10-13,1989,10,13,18.047,18.235,-0.188
1989-10-14,1989,10,14,18.08,18.224,-0.144
1989-10-15,1989,10,15,18.056,18.193,-0.137
1989-10-16,1989,10,16,18.061,18.158,-0.097
1989-10-17,1989,10,17,18.107,18.116,-0.009
1989-10-18,1989,10,18,18.052,18.062,-0.01
1989-10-19,1989,10,19,17.925,18.012,-0.087
1989-10-20,1989,10,20,17.906,17.97,-0.064
1989-10-21,1989,10,21,17.866,17.921,-0.055
1989-10-22,1989,10,22,17.856,17.872,-0.016
1989-10-23,1989,10,23,17.8,17.833,-0.033
1989-10-24,1989,10,24,17.722,17.791,-0.069
1989-10-25,1989,10,25,17.69,17.736,-0.046
1989-10-26,1989,10,26,17.692,17.681,0.011
1989-10-27,1989,10,27,17.602,17.633,-0.031
1989-10-28,1989,10,28,17.453,17.555,-0.102
1989-10-29,1989,10,29,17.253,17.509,-0.256
1989-10-30,1989,10,30,17.195,17.449,-0.254
1989-10-31,1989,10,31,17.065,17.367,-0.302
1989-11-01,1989,11,1,17.007,17.312,-0.305
1989-11-02,1989,11,2,17.002,17.229,-0.227
1989-11-03,1989,11,3,16.964,17.153,-0.189
1989-11-04,1989,11,4,16.915,17.081,-0.166
1989-11-05,1989,11,5,16.822,17.011,-0.189
1989-11-06,1989,11,6,16.768,16.934,-0.166
1989-11-07,1989,11,7,16.723,16.848,-0.125
1989-11-08,1989,11,8,16.653,16.762,-0.109
1989-11-09,1989,11,9,16.527,16.667,-0.14
1989-11-10,1989,11,10,16.438,16.562,-0.124
1989-11-11,1989,11,11,16.35,16.472,-0.122
1989-11-12,1989,11,12,16.261,16.378,-0.117
1989-11-13,1989,11,13,16.175,16.272,-0.097
1989-11-14,1989,11,14,16.13,16.175,-0.045
1989-11-15,1989,11,15,16.047,16.061,-0.014
1989-11-16,1989,11,16,15.948,15.925,0.023
1989-11-17,1989,11,17,15.818,15.797,0.021
1989-11-18,1989,11,18,15.705,15.665,0.04
1989-11-19,1989,11,19,15.61,15.509,0.101
1989-11-20,1989,11,20,15.382,15.368,0.014
1989-11-21,1989,11,21,15.23,15.213,0.017
1989-11-22,1989,11,22,15.113,15.069,0.044
1989-11-23,1989,11,23,14.919,14.896,0.023
1989-11-24,1989,11,24,14.757,14.74,0.017
1989-11-25,1989,11,25,14.603,14.575,0.028
1989-11-26,1989,11,26,14.428,14.417,0.011
1989-11-27,1989,11,27,14.26,14.239,0.021
1989-11-28,1989,11,28,14.121,14.055,0.066
1989-11-29,1989,11,29,13.827,13.868,-0.041
1989-11-30,1989,11,30,13.5,13.685,-0.185
1989-12-01,1989,12,1,13.383,13.513,-0.13
1989-12-02,1989,12,2,13.215,13.294,-0.079
1989-12-03,1989,12,3,12.997,13.105,-0.108
1989-12-04,1989,12,4,12.794,12.904,-0.11
1989-12-05,1989,12,5,12.584,12.703,-0.119
1989-12-06,1989,12,6,12.319,12.495,-0.176
1989-12-07,1989,12,7,12.037,12.29,-0.253
1989-12-08,1989,12,8,11.805,12.068,-0.263
1989-12-09,1989,12,9,11.566,11.859,-0.293
1989-12-10,1989,12,10,11.324,11.659,-0.335
1989-12-11,1989,12,11,11.05,11.436,-0.386
1989-12-12,1989,12,12,10.808,11.222,-0.414
1989-12-13,1989,12,13,10.536,10.998,-0.462
1989-12-14,1989,12,14,10.135,10.755,-0.62
1989-12-15,1989,12,15,9.747,10.498,-0.751
1989-12-16,1989,12,16,9.441,10.247,-0.806
1989-12-17,1989,12,17,9.203,9.984,-0.781
1989-12-18,1989,12,18,9.016,9.732,-0.716
1989-12-19,1989,12,19,8.816,9.48,-0.664
1989-12-20,1989,12,20,8.536,9.255,-0.719
